u1,u2,n_groups,n_venues,weight_idf
918,1211,1,1,0.25069
454,4543,1,1,0.25069
1664,1706,1,1,0.25069
797,1706,1,1,0.25069
797,1664,1,1,0.25069
89,712,1,1,0.25069
2207,3224,1,1,0.25069
2223,3111,1,1,0.25069
4797,5166,1,1,0.25069
3111,5166,1,1,0.25069
302,2223,1,1,0.25069
302,3111,1,1,0.25069
302,3364,1,1,0.25069
302,5166,1,1,0.25069
2223,3364,1,1,0.25069
2223,5166,1,1,0.25069
530,5863,1,1,0.25069
530,5166,1,1,0.25069
3111,3364,1,1,0.25069
3001,5225,1,1,0.25069
5166,5863,1,1,0.25069
3364,5166,1,1,0.25069
164,381,1,1,0.25069
141,275,1,1,0.25069
141,2354,1,1,0.25069
275,2354,1,1,0.25069
2656,3001,1,1,0.25069
2656,5225,1,1,0.25069
2740,5801,1,1,0.25069
80,3924,1,1,0.249543
623,5063,1,1,0.249543
4035,4080,1,1,0.249543
5143,6083,1,1,0.249543
1372,6083,1,1,0.249543
4035,6083,1,1,0.249543
691,6083,1,1,0.249543
80,1621,1,1,0.249543
3421,6083,1,1,0.249543
3115,3288,1,1,0.248425
3026,3138,1,1,0.247338
3945,4355,1,1,0.247338
1366,1503,1,1,0.247338
1377,2486,1,1,0.247338
3945,6509,1,1,0.247338
1366,1878,1,1,0.247338
4623,5426,1,1,0.247338
369,1878,1,1,0.247338
3685,4025,1,1,0.247338
1377,2741,1,1,0.247338
1366,6636,1,1,0.247338
1377,2753,1,1,0.247338
1878,6636,1,1,0.247338
2066,5988,1,1,0.246279
2359,5931,1,1,0.246279
971,3805,1,1,0.246279
1246,4961,1,1,0.246279
1246,6539,1,1,0.246279
2359,3910,1,1,0.246279
1980,6118,1,1,0.246279
82,5696,1,1,0.246279
3050,5622,1,1,0.245246
481,6873,1,1,0.244239
4543,6873,1,1,0.244239
1608,3026,1,1,0.244239
2994,4153,1,1,0.244239
2653,4443,1,1,0.244239
2653,2665,1,1,0.244239
4405,5026,1,1,0.244239
6011,6714,1,1,0.244239
1593,4941,1,1,0.244239
63,2554,1,1,0.244239
1392,1503,1,1,0.244239
102,1758,1,1,0.244239
690,1982,1,1,0.244239
481,4543,1,1,0.244239
3475,4413,1,1,0.243257
1174,2246,1,1,0.243257
3901,6333,1,1,0.242299
3437,4327,1,1,0.242299
3437,5811,1,1,0.242299
4327,5813,1,1,0.242299
4327,4977,1,1,0.242299
3901,5813,1,1,0.242299
276,286,1,1,0.242299
3075,3513,1,1,0.242299
3901,4977,1,1,0.242299
598,1097,1,1,0.242299
30,532,1,1,0.242299
30,5588,1,1,0.242299
2326,3669,1,1,0.242299
30,141,1,1,0.242299
0,170,1,1,0.242299
30,1173,1,1,0.242299
5588,6693,1,1,0.242299
799,5588,1,1,0.242299
4977,5313,1,1,0.242299
5915,6333,1,1,0.242299
3901,4327,1,1,0.242299
3051,5143,1,1,0.241363
507,718,1,1,0.241363
2700,2765,1,1,0.240449
5013,6249,1,1,0.240449
1860,5306,1,1,0.240449
2765,6185,1,1,0.240449
2765,4631,1,1,0.240449
3956,5747,1,1,0.240449
1910,4166,1,1,0.239556
4166,6310,1,1,0.239556
1493,4145,1,1,0.238683
3075,3993,1,1,0.238683
1812,4502,1,1,0.238683
2994,4446,1,1,0.238683
978,3313,1,1,0.23783
775,2606,1,1,0.23783
3313,3669,1,1,0.23783
3313,5782,1,1,0.23783
978,6621,1,1,0.23783
3313,3479,1,1,0.23783
2443,5782,1,1,0.23783
2443,3669,1,1,0.23783
2443,3313,1,1,0.23783
3313,6621,1,1,0.23783
978,3479,1,1,0.23783
3479,6621,1,1,0.23783
47,3323,1,1,0.23783
4661,5565,1,1,0.23783
290,4661,1,1,0.23783
290,5565,1,1,0.23783
910,3323,1,1,0.23783
290,3323,1,1,0.23783
3669,5782,1,1,0.23783
3323,5565,1,1,0.23783
3323,4661,1,1,0.23783
3670,5782,1,1,0.23783
422,5565,1,1,0.23783
2536,3391,1,1,0.23783
47,910,1,1,0.23783
1246,4179,1,1,0.236177
272,865,1,1,0.236177
277,1202,1,1,0.236177
277,2957,1,1,0.236177
272,478,1,1,0.236177
618,6062,1,1,0.236177
3065,5875,1,1,0.236177
2024,4029,1,1,0.235377
4208,5144,1,1,0.235377
4499,5041,1,1,0.235377
2674,4029,1,1,0.235377
1520,4029,1,1,0.235377
1520,1918,1,1,0.235377
1520,3702,1,1,0.235377
311,3939,1,1,0.235377
1918,3702,1,1,0.235377
1918,4029,1,1,0.235377
3702,4029,1,1,0.235377
1935,2775,1,1,0.235377
2524,5366,1,1,0.234594
168,6397,1,1,0.233827
2652,3272,1,1,0.233827
593,1249,1,1,0.233827
3272,4894,1,1,0.233827
4446,5036,1,1,0.233827
1096,4327,1,1,0.233827
3272,4594,1,1,0.233827
1997,4594,1,1,0.233827
1997,3272,1,1,0.233827
1428,3272,1,1,0.233827
1428,2652,1,1,0.233827
2849,4799,1,1,0.233827
192,6397,1,1,0.233827
593,2644,1,1,0.233827
839,5151,1,1,0.233827
6120,6625,1,1,0.233827
839,3874,1,1,0.233827
3874,5151,1,1,0.233827
527,3489,1,1,0.233827
1249,2644,1,1,0.233827
2849,4594,1,1,0.233827
153,3250,1,1,0.233827
3797,4683,1,1,0.233075
394,6482,1,1,0.233075
311,4446,1,1,0.233075
826,4446,1,1,0.233075
826,1859,1,1,0.233075
1564,2859,1,1,0.233075
2701,6099,1,1,0.233075
301,1976,1,1,0.233075
529,2859,1,1,0.233075
311,1096,1,1,0.233075
311,826,1,1,0.233075
501,5067,1,1,0.232338
501,4426,1,1,0.232338
194,2701,1,1,0.232338
3956,4324,1,1,0.232338
2225,4324,1,1,0.232338
524,6267,1,1,0.232338
515,6267,1,1,0.232338
394,3735,1,1,0.232338
282,3735,1,1,0.232338
282,394,1,1,0.232338
967,6099,1,1,0.232338
4121,4426,1,1,0.232338
501,2837,1,1,0.232338
776,2862,1,1,0.230908
2563,2862,1,1,0.230908
1598,2563,1,1,0.230908
776,2563,1,1,0.230908
662,3902,1,1,0.230908
4043,4697,1,1,0.230908
1598,2862,1,1,0.230908
239,4478,1,1,0.229531
5151,5366,1,1,0.229531
956,4547,1,1,0.229531
3945,5103,1,1,0.229531
2621,5757,1,1,0.229531
1653,3668,1,1,0.229531
2461,6267,1,1,0.228862
967,2799,1,1,0.228205
112,5442,1,1,0.228205
529,3019,1,1,0.228205
112,2405,1,1,0.228205
2821,3139,1,1,0.228205
6267,6333,1,1,0.22756
830,4845,1,1,0.22756
598,3634,1,1,0.22756
912,5540,1,1,0.22756
3275,5026,1,1,0.22756
3192,5090,1,1,0.22756
275,5090,1,1,0.22756
1988,5069,1,1,0.22756
3171,4009,1,1,0.22756
1611,6267,1,1,0.22756
1334,4543,1,1,0.22756
855,3479,1,1,0.226926
3479,5867,1,1,0.226926
1109,3286,1,1,0.226926
4306,5713,1,1,0.226926
877,4934,1,1,0.226926
263,612,1,1,0.226926
4306,5788,1,1,0.226926
5713,5788,1,1,0.226926
577,2110,1,1,0.225091
1208,5934,1,1,0.225091
1667,6680,1,1,0.225091
1980,3347,1,1,0.225091
565,5934,1,1,0.225091
5867,6636,1,1,0.225091
1855,5867,1,1,0.225091
1155,2972,1,1,0.225091
4148,5867,1,1,0.225091
1155,3347,1,1,0.225091
2972,3347,1,1,0.225091
3636,5075,1,1,0.223919
3177,5242,1,1,0.223919
2507,5349,1,1,0.223919
3177,4756,1,1,0.223919
4756,5242,1,1,0.223919
4333,4599,1,1,0.223919
3280,6219,1,1,0.223919
3280,6579,1,1,0.223919
6219,6579,1,1,0.223919
800,2507,1,1,0.223919
2718,4594,1,1,0.223919
4794,5036,1,1,0.223919
2507,3636,1,1,0.223919
3636,5063,1,1,0.223919
492,2718,1,1,0.223919
1096,5075,1,1,0.223919
1096,5063,1,1,0.223919
1096,3636,1,1,0.223919
2219,2718,1,1,0.223919
983,2718,1,1,0.223919
983,2219,1,1,0.223919
492,2219,1,1,0.223919
1934,3636,1,1,0.223919
492,983,1,1,0.223919
1895,1969,1,1,0.223919
1895,6755,1,1,0.223919
4594,6660,1,1,0.223919
2272,2371,1,1,0.223919
1934,2507,1,1,0.223919
1969,6755,1,1,0.223919
2718,6660,1,1,0.223919
5063,5075,1,1,0.223919
2371,2507,1,1,0.223919
770,5606,1,1,0.222785
2185,4754,1,1,0.222785
2612,4754,1,1,0.222785
2124,5461,1,1,0.222785
2185,2612,1,1,0.222785
3247,4533,1,1,0.222785
454,4533,1,1,0.222785
454,3247,1,1,0.222785
2124,5675,1,1,0.222785
5461,5675,1,1,0.222785
2612,5606,1,1,0.222785
770,2612,1,1,0.222785
671,770,1,1,0.222785
2612,4259,1,1,0.222785
454,770,1,1,0.222785
454,5606,1,1,0.222785
454,671,1,1,0.222785
671,2612,1,1,0.222785
671,5606,1,1,0.222785
1695,4309,1,1,0.221687
442,4832,1,1,0.221687
1501,4553,1,1,0.221687
168,5634,1,1,0.221687
1192,2124,1,1,0.221151
2335,4122,1,1,0.221151
2335,4754,1,1,0.221151
2335,4996,1,1,0.221151
1192,1562,1,1,0.221151
1048,2879,1,1,0.221151
2165,5863,1,1,0.221151
1562,2124,1,1,0.221151
1048,2184,1,1,0.221151
1048,2165,1,1,0.221151
4996,5739,1,1,0.221151
3377,5739,1,1,0.221151
2879,5739,1,1,0.221151
2124,5739,1,1,0.221151
1562,5739,1,1,0.221151
1562,4996,1,1,0.221151
1562,3377,1,1,0.221151
1562,2879,1,1,0.221151
1192,5739,1,1,0.221151
2165,4122,1,1,0.221151
1192,4996,1,1,0.221151
1192,3377,1,1,0.221151
1192,2879,1,1,0.221151
1048,3377,1,1,0.221151
1048,4122,1,1,0.221151
1048,5863,1,1,0.221151
2165,2184,1,1,0.221151
2165,2879,1,1,0.221151
2165,3044,1,1,0.221151
1048,3044,1,1,0.221151
2165,3377,1,1,0.221151
3730,4122,1,1,0.221151
2184,2879,1,1,0.221151
3044,3730,1,1,0.221151
3730,4996,1,1,0.221151
1068,1820,1,1,0.221151
1068,1940,1,1,0.221151
1068,2124,1,1,0.221151
1068,2879,1,1,0.221151
1068,3044,1,1,0.221151
1068,3377,1,1,0.221151
1068,4122,1,1,0.221151
1820,1940,1,1,0.221151
1820,2124,1,1,0.221151
1820,2879,1,1,0.221151
1820,3044,1,1,0.221151
1820,3377,1,1,0.221151
1820,4122,1,1,0.221151
1940,2879,1,1,0.221151
1940,3377,1,1,0.221151
930,1940,1,1,0.221151
930,2124,1,1,0.221151
930,2184,1,1,0.221151
930,3044,1,1,0.221151
930,3757,1,1,0.221151
930,4122,1,1,0.221151
1940,2184,1,1,0.221151
1940,3757,1,1,0.221151
2124,2184,1,1,0.221151
1562,5994,1,1,0.221151
2335,2879,1,1,0.221151
3044,4996,1,1,0.221151
2879,3730,1,1,0.221151
2184,5863,1,1,0.221151
2124,3730,1,1,0.221151
2879,5863,1,1,0.221151
3044,5863,1,1,0.221151
3377,5863,1,1,0.221151
3904,5753,1,1,0.221151
3904,6083,1,1,0.221151
5753,6083,1,1,0.221151
2124,5814,1,1,0.221151
2879,5814,1,1,0.221151
3377,5814,1,1,0.221151
4122,5814,1,1,0.221151
4754,5814,1,1,0.221151
4996,5814,1,1,0.221151
2124,6559,1,1,0.221151
2879,6559,1,1,0.221151
3044,6559,1,1,0.221151
3377,6559,1,1,0.221151
3757,6559,1,1,0.221151
4122,6559,1,1,0.221151
5363,6086,1,1,0.221151
498,2124,1,1,0.221151
498,2879,1,1,0.221151
498,3377,1,1,0.221151
498,3757,1,1,0.221151
2124,3739,1,1,0.221151
2879,3739,1,1,0.221151
3739,4122,1,1,0.221151
3739,4754,1,1,0.221151
2335,3377,1,1,0.221151
4122,5863,1,1,0.221151
2884,4430,1,1,0.220624
1653,2884,1,1,0.220624
3241,5661,1,1,0.220624
1657,5661,1,1,0.220624
1657,3241,1,1,0.220624
4489,5183,1,1,0.220624
1430,5183,1,1,0.220624
1430,4489,1,1,0.220624
553,2827,1,1,0.220624
4892,6023,1,1,0.220624
1653,4430,1,1,0.220624
1125,2185,1,1,0.219593
287,2771,1,1,0.219593
287,3001,1,1,0.219593
287,4043,1,1,0.219593
1457,2048,1,1,0.219593
2771,3001,1,1,0.219593
2,3164,1,1,0.219593
1051,5227,1,1,0.219593
3001,4043,1,1,0.219593
1995,4442,1,1,0.219593
496,4797,1,1,0.219593
2120,4797,1,1,0.219593
1334,4668,1,1,0.219593
1206,6496,1,1,0.219593
98,6496,1,1,0.219593
98,1206,1,1,0.219593
2771,4043,1,1,0.219593
2558,5665,1,1,0.219593
982,1130,1,1,0.219089
1059,1910,1,1,0.219089
843,5463,1,1,0.219089
2066,5569,1,1,0.219089
2165,5368,1,1,0.219089
1222,1304,1,1,0.218104
1222,6680,1,1,0.218104
2261,6267,1,1,0.217147
341,3956,1,1,0.217147
5008,5512,1,1,0.217147
5008,6267,1,1,0.217147
341,1782,1,1,0.217147
1782,3956,1,1,0.217147
5381,5512,1,1,0.217147
116,3420,1,1,0.217147
1792,3078,1,1,0.216679
1909,3956,1,1,0.216679
1709,5801,1,1,0.215313
3352,3686,1,1,0.215313
3352,5801,1,1,0.215313
3686,5801,1,1,0.215313
1709,3352,1,1,0.215313
2764,2816,1,1,0.215313
1695,3287,1,1,0.215313
1709,3287,1,1,0.215313
2764,3391,1,1,0.215313
2764,4215,1,1,0.215313
2816,3391,1,1,0.215313
2816,4215,1,1,0.215313
3391,4215,1,1,0.215313
3686,5788,1,1,0.215313
3811,4455,1,1,0.215313
3811,5713,1,1,0.215313
2536,4327,1,1,0.215313
4040,4455,1,1,0.215313
2764,6621,1,1,0.215313
4455,6680,1,1,0.215313
1304,4455,1,1,0.215313
2764,2916,1,1,0.215313
2764,6680,1,1,0.215313
2916,3686,1,1,0.215313
2916,4455,1,1,0.215313
2916,6680,1,1,0.215313
3686,6680,1,1,0.215313
1109,1709,1,1,0.215313
2764,3878,1,1,0.215313
1109,2764,1,1,0.215313
1109,3686,1,1,0.215313
1109,4455,1,1,0.215313
204,2340,1,1,0.215313
9,354,1,1,0.215313
2081,4184,1,1,0.215313
1246,2051,1,1,0.215313
1304,3686,1,1,0.215313
1304,2916,1,1,0.215313
1304,2764,1,1,0.215313
1231,5788,1,1,0.215313
2300,2764,1,1,0.215313
2300,3670,1,1,0.215313
1231,1695,1,1,0.215313
2816,4455,1,1,0.215313
2816,4040,1,1,0.215313
2051,4455,1,1,0.215313
2329,2764,1,1,0.215313
2051,4040,1,1,0.215313
2051,2816,1,1,0.215313
1695,1709,1,1,0.215313
1246,4455,1,1,0.215313
1246,2816,1,1,0.215313
2329,3670,1,1,0.215313
2764,3670,1,1,0.215313
4455,5713,1,1,0.215313
1709,3391,1,1,0.215313
475,3663,1,1,0.215313
282,1538,1,1,0.215313
824,2764,1,1,0.215313
3686,3878,1,1,0.215313
1709,2542,1,1,0.215313
1709,2208,1,1,0.215313
2749,3287,1,1,0.215313
272,3287,1,1,0.215313
2208,2542,1,1,0.215313
2300,2329,1,1,0.215313
824,3670,1,1,0.215313
4831,4992,1,1,0.215313
824,2329,1,1,0.215313
3045,6034,1,1,0.215313
3686,6621,1,1,0.215313
3878,4455,1,1,0.215313
3878,6621,1,1,0.215313
4455,6621,1,1,0.215313
824,2300,1,1,0.215313
272,2749,1,1,0.215313
1286,5016,1,1,0.214871
849,6861,1,1,0.214871
951,1206,1,1,0.214871
955,2558,1,1,0.214871
955,4533,1,1,0.214871
2207,2558,1,1,0.214871
2207,4533,1,1,0.214871
2558,4533,1,1,0.214871
452,993,1,1,0.214871
452,1664,1,1,0.214871
452,3668,1,1,0.214871
993,1664,1,1,0.214871
993,3668,1,1,0.214871
532,3718,1,1,0.214871
1664,3668,1,1,0.214871
5551,6517,1,1,0.214871
4208,6517,1,1,0.214871
3111,5441,1,1,0.214871
5016,6861,1,1,0.214871
1633,3718,1,1,0.214871
770,2495,1,1,0.214871
2495,6861,1,1,0.214871
770,849,1,1,0.214871
770,1286,1,1,0.214871
1286,6861,1,1,0.214871
849,1286,1,1,0.214871
849,5016,1,1,0.214871
770,5016,1,1,0.214871
955,2207,1,1,0.214871
634,4276,1,1,0.214434
5364,6448,1,1,0.214434
931,1527,1,1,0.214434
931,6219,1,1,0.214434
1527,6219,1,1,0.214434
931,2111,1,1,0.214434
931,4029,1,1,0.214434
931,6215,1,1,0.214434
3786,6805,1,1,0.214434
5036,6805,1,1,0.214434
2507,4023,1,1,0.214434
5063,6215,1,1,0.214434
1590,2598,1,1,0.214434
2371,3726,1,1,0.214434
1850,6209,1,1,0.214434
2507,4894,1,1,0.214434
3726,6472,1,1,0.214434
2507,4817,1,1,0.214434
593,6111,1,1,0.214434
369,6111,1,1,0.214434
25,1198,1,1,0.214434
2219,5545,1,1,0.214434
2519,6215,1,1,0.214434
2507,6805,1,1,0.214434
2111,4029,1,1,0.214434
2111,6215,1,1,0.214434
4029,6215,1,1,0.214434
1198,2507,1,1,0.214434
1025,2507,1,1,0.214434
1025,5067,1,1,0.214434
2507,3786,1,1,0.214434
2519,5063,1,1,0.214434
2507,5036,1,1,0.214434
3786,5036,1,1,0.214434
1428,2519,1,1,0.214434
1428,5063,1,1,0.214434
1428,6215,1,1,0.214434
369,593,1,1,0.214434
275,4167,1,1,0.214003
2668,6509,1,1,0.214003
106,3788,1,1,0.214003
2458,4318,1,1,0.214003
876,4720,1,1,0.214003
553,3933,1,1,0.213158
491,1130,1,1,0.213158
1534,4294,1,1,0.213158
3135,3171,1,1,0.211533
3371,5167,1,1,0.210367
1525,5298,1,1,0.210367
1676,6397,1,1,0.210367
1052,2396,1,1,0.210367
956,3453,1,1,0.210367
527,1525,1,1,0.210367
527,2498,1,1,0.210367
1525,2498,1,1,0.210367
2828,4996,1,1,0.210367
2367,2828,1,1,0.210367
239,776,1,1,0.207457
239,3195,1,1,0.207457
776,3195,1,1,0.207457
1484,5016,1,1,0.207457
563,2347,1,1,0.207457
2926,5016,1,1,0.207457
2883,3531,1,1,0.207457
1473,2926,1,1,0.207457
2447,3083,1,1,0.207457
5016,5441,1,1,0.207457
4668,5405,1,1,0.207457
1473,5016,1,1,0.207457
4668,6310,1,1,0.207457
5405,6310,1,1,0.207457
2258,6496,1,1,0.207457
2862,4507,1,1,0.207457
2676,3111,1,1,0.207457
233,4413,1,1,0.20512
233,1276,1,1,0.20512
3397,5959,1,1,0.20512
1211,2409,1,1,0.20512
62,5453,1,1,0.20512
62,4413,1,1,0.20512
62,1276,1,1,0.20512
62,233,1,1,0.20512
1907,5959,1,1,0.20512
233,5453,1,1,0.20512
141,799,1,1,0.20512
1211,4302,1,1,0.20512
5981,6727,1,1,0.20512
1747,2409,1,1,0.20512
1747,4302,1,1,0.20512
186,1120,1,1,0.20512
186,2635,1,1,0.20512
1120,2635,1,1,0.20512
3249,6727,1,1,0.20512
3634,4543,1,1,0.20512
2629,2916,1,1,0.20512
3784,4396,1,1,0.20512
4413,5453,1,1,0.20512
1276,5453,1,1,0.20512
1276,4413,1,1,0.20512
1211,1747,1,1,0.20512
1211,3991,1,1,0.20512
1907,3397,1,1,0.20512
2409,4302,1,1,0.20512
2137,2165,1,1,0.2048
3848,6215,1,1,0.2048
1059,2943,1,1,0.2048
2066,2943,1,1,0.2048
1059,1353,1,1,0.2048
2066,2148,1,1,0.2048
2066,4971,1,1,0.2048
1923,3069,1,1,0.2048
1059,2080,1,1,0.2048
3450,4482,1,1,0.2048
3221,4976,1,1,0.2048
2066,4177,1,1,0.2048
593,1984,1,1,0.2048
2066,2775,1,1,0.2048
2066,3726,1,1,0.2048
1812,2702,1,1,0.2048
2066,4111,1,1,0.2048
3991,6589,1,1,0.204172
63,71,1,1,0.204172
63,1762,1,1,0.204172
63,3333,1,1,0.204172
71,1762,1,1,0.204172
71,3333,1,1,0.204172
1762,3333,1,1,0.204172
3941,6194,1,1,0.204172
3421,5913,1,1,0.204172
3203,4832,1,1,0.204172
3991,4496,1,1,0.204172
621,3075,1,1,0.204172
1809,6589,1,1,0.204172
741,2631,1,1,0.204172
1227,5848,1,1,0.204172
4496,6589,1,1,0.204172
1858,6441,1,1,0.203253
106,2120,1,1,0.203253
106,2964,1,1,0.203253
1285,5691,1,1,0.203253
3052,3195,1,1,0.203253
370,3052,1,1,0.203253
372,4423,1,1,0.203253
370,3195,1,1,0.203253
1557,2118,1,1,0.203253
3037,3880,1,1,0.202656
4318,4604,1,1,0.202656
414,5598,1,1,0.202656
561,3037,1,1,0.202656
454,5598,1,1,0.202656
204,3477,1,1,0.202656
1929,3037,1,1,0.202656
3880,4604,1,1,0.202656
3880,4318,1,1,0.202656
3037,4604,1,1,0.202656
553,5598,1,1,0.202656
561,1929,1,1,0.202656
414,4318,1,1,0.202656
414,3037,1,1,0.202656
3477,4262,1,1,0.202656
186,4262,1,1,0.202656
1525,3477,1,1,0.202656
1525,6581,1,1,0.202656
3141,3477,1,1,0.202656
204,4262,1,1,0.202656
4693,5551,1,1,0.202656
3477,6581,1,1,0.202656
3141,6581,1,1,0.202656
3477,4085,1,1,0.202656
3477,6714,1,1,0.202656
4085,6714,1,1,0.202656
137,2114,1,1,0.202656
440,3050,1,1,0.202656
1568,4651,1,1,0.202656
1525,3141,1,1,0.202656
599,3192,1,1,0.202362
4056,4167,1,1,0.202362
396,4167,1,1,0.202362
396,4056,1,1,0.202362
718,2409,1,1,0.202362
966,2066,1,1,0.202071
622,786,1,1,0.202071
5867,6318,1,1,0.202071
4977,5310,1,1,0.202071
3075,3998,1,1,0.201497
3892,5344,1,1,0.201497
3075,5257,1,1,0.201497
5174,5344,1,1,0.201497
3101,5344,1,1,0.201497
4169,6189,1,1,0.201497
313,705,1,1,0.201497
2409,2464,1,1,0.201497
202,5344,1,1,0.201497
1759,5344,1,1,0.201497
3831,5344,1,1,0.201497
3075,5068,1,1,0.201497
1773,2409,1,1,0.201497
4453,5344,1,1,0.201497
3683,5344,1,1,0.201497
5257,5344,1,1,0.201497
5090,5344,1,1,0.201497
3075,3869,1,1,0.201497
156,3075,1,1,0.201497
3998,5068,1,1,0.201497
3075,3991,1,1,0.201497
1831,2871,1,1,0.201497
3075,6065,1,1,0.201497
1512,3044,1,1,0.201497
4797,6214,1,1,0.201497
449,982,1,1,0.201497
449,4973,1,1,0.201497
1968,5774,1,1,0.201497
2114,2575,1,1,0.201497
4318,4606,1,1,0.201497
2211,3044,1,1,0.201497
1743,3044,1,1,0.201497
1743,2211,1,1,0.201497
4835,5090,1,1,0.201497
4507,5090,1,1,0.201497
4507,4835,1,1,0.201497
2354,3204,1,1,0.201497
2565,4043,1,1,0.201497
982,4973,1,1,0.201497
370,3044,1,1,0.201497
2048,6214,1,1,0.201497
4552,5344,1,1,0.201497
2048,4797,1,1,0.201497
2409,4552,1,1,0.201497
3991,6065,1,1,0.201497
2070,2871,1,1,0.201497
1346,5441,1,1,0.201497
770,6784,1,1,0.201497
91,556,1,1,0.201497
1389,6654,1,1,0.201497
3050,3075,1,1,0.201497
321,381,1,1,0.201497
598,5441,1,1,0.201497
1788,2983,1,1,0.201497
1788,6500,1,1,0.201497
2862,5856,1,1,0.201497
2862,5959,1,1,0.201497
5856,5959,1,1,0.201497
370,1512,1,1,0.201497
5303,5463,1,1,0.200383
1773,4713,1,1,0.200383
2348,4941,1,1,0.200383
2714,5463,1,1,0.200383
992,2348,1,1,0.200383
992,2926,1,1,0.200383
992,4941,1,1,0.200383
1892,2348,1,1,0.200383
1892,2926,1,1,0.200383
2348,2926,1,1,0.200383
1892,4941,1,1,0.200383
992,1892,1,1,0.200383
454,2133,1,1,0.197775
3323,6062,1,1,0.197527
4721,5241,1,1,0.197527
4215,5241,1,1,0.197527
4215,4721,1,1,0.197527
753,3277,1,1,0.197527
2117,5241,1,1,0.197527
2117,4721,1,1,0.197527
2117,4215,1,1,0.197527
2832,4409,1,1,0.197527
1231,4721,1,1,0.197527
3277,3323,1,1,0.197527
3323,3901,1,1,0.197527
753,3323,1,1,0.197527
1007,3277,1,1,0.197527
1007,3323,1,1,0.197527
1007,3901,1,1,0.197527
753,1787,1,1,0.197527
1007,6058,1,1,0.197527
1007,6062,1,1,0.197527
3323,6058,1,1,0.197527
138,5203,1,1,0.197527
6058,6680,1,1,0.197527
753,6680,1,1,0.197527
1787,3901,1,1,0.197527
1178,6058,1,1,0.197527
2268,3326,1,1,0.197527
2373,5604,1,1,0.197527
2268,3901,1,1,0.197527
2268,6058,1,1,0.197527
2268,6062,1,1,0.197527
2268,6411,1,1,0.197527
3326,3901,1,1,0.197527
3326,6058,1,1,0.197527
3326,6062,1,1,0.197527
1178,3901,1,1,0.197527
1178,3326,1,1,0.197527
1178,2268,1,1,0.197527
753,3326,1,1,0.197527
753,2268,1,1,0.197527
1320,4992,1,1,0.197527
3901,6680,1,1,0.197527
1787,6680,1,1,0.197527
1787,6058,1,1,0.197527
753,1007,1,1,0.197527
3901,6411,1,1,0.197527
5171,6062,1,1,0.197527
3901,5171,1,1,0.197527
3867,4215,1,1,0.197527
1231,4215,1,1,0.197527
1231,3867,1,1,0.197527
2613,3734,1,1,0.197527
2613,6482,1,1,0.197527
3734,6482,1,1,0.197527
4116,5122,1,1,0.197527
824,1393,1,1,0.197527
1629,2832,1,1,0.197527
3420,4992,1,1,0.197527
2739,6318,1,1,0.197527
1393,4327,1,1,0.197527
771,1178,1,1,0.197527
771,3277,1,1,0.197527
1178,3277,1,1,0.197527
771,4324,1,1,0.197527
3418,4986,1,1,0.197527
771,4992,1,1,0.197527
2201,3341,1,1,0.197527
2739,4661,1,1,0.197527
2880,3531,1,1,0.197527
2880,6058,1,1,0.197527
2643,3420,1,1,0.197527
3277,5171,1,1,0.197527
3420,6411,1,1,0.197527
3420,6062,1,1,0.197527
3169,6411,1,1,0.197527
3169,6062,1,1,0.197527
3169,3420,1,1,0.197527
2643,6411,1,1,0.197527
2643,6062,1,1,0.197527
2643,3169,1,1,0.197527
3531,6058,1,1,0.197527
1178,3420,1,1,0.197527
1178,3169,1,1,0.197527
1178,2643,1,1,0.197527
973,3420,1,1,0.197527
973,3169,1,1,0.197527
973,2643,1,1,0.197527
973,1178,1,1,0.197527
753,3420,1,1,0.197527
3326,6411,1,1,0.197527
225,6164,1,1,0.196796
657,1598,1,1,0.196796
1598,1685,1,1,0.196796
657,3270,1,1,0.196796
657,2894,1,1,0.196796
657,1685,1,1,0.196796
5994,6164,1,1,0.196796
5385,6164,1,1,0.196796
5385,5994,1,1,0.196796
1286,6164,1,1,0.196796
1286,5994,1,1,0.196796
1186,6164,1,1,0.196796
1186,5994,1,1,0.196796
1186,5385,1,1,0.196796
1186,1286,1,1,0.196796
225,5994,1,1,0.196796
225,5385,1,1,0.196796
225,1286,1,1,0.196796
225,1186,1,1,0.196796
225,5143,1,1,0.196796
657,3991,1,1,0.196796
657,6743,1,1,0.196796
2894,3991,1,1,0.196796
2894,3270,1,1,0.196796
3478,6714,1,1,0.196796
3478,5994,1,1,0.196796
3991,6743,1,1,0.196796
3270,6743,1,1,0.196796
3270,3991,1,1,0.196796
2894,6743,1,1,0.196796
1598,2894,1,1,0.196796
1685,6743,1,1,0.196796
2495,4512,1,1,0.196796
1685,3991,1,1,0.196796
1685,3270,1,1,0.196796
1685,2894,1,1,0.196796
1598,6743,1,1,0.196796
1598,3991,1,1,0.196796
1598,3270,1,1,0.196796
5994,6714,1,1,0.196796
417,1045,1,1,0.19585
78,1432,1,1,0.19585
439,1625,1,1,0.19585
1917,5460,1,1,0.19585
1109,3670,1,1,0.19585
917,1011,1,1,0.19585
1470,1913,1,1,0.19585
3747,6333,1,1,0.19585
142,2317,1,1,0.19585
417,439,1,1,0.19585
417,1625,1,1,0.19585
2579,3670,1,1,0.19585
763,3670,1,1,0.19585
1625,6333,1,1,0.19585
