userid,n_in_region,n_in_region_raw,n_global
2092335,13,13,60
2092408,2,2,47
2092430,24,25,67
2092459,3,3,4
2092563,9,9,68
2092591,3,3,417
2092666,7,7,25
2092681,2,2,63
2092876,90,90,415
2092885,2,2,674
2092954,37,37,203
2093022,11,11,259
2093066,1,1,43
2093131,2,2,8
2093239,51,51,82
2093271,42,42,353
2093309,138,140,302
2093352,10,10,73
2093371,1,1,5
2093375,10,10,25
2093442,421,472,703
2093455,3,3,155
2093466,2,2,142
2093600,2,2,31
2093618,1,1,37
2093694,3,3,74
2093707,2,2,128
2093728,5,5,55
2093823,1,1,118
2093878,41,42,133
2093978,2,2,92
2094022,29,29,998
2094051,1,1,290
2094058,9,9,22
2094061,2,2,701
2094072,25,28,882
2094204,4,4,67
2094214,7,7,122
2094217,25,27,31
2094225,2,2,860
2094262,3,3,3
2094370,2,2,10
2094396,1,1,3
2094405,3,3,22
2094603,44,45,228
2094617,18,18,118
2094703,2,2,22
2094758,3,3,123
2094763,14,14,56
2094924,2,2,68
2095528,19,19,224
2095534,51,52,93
2095586,2,2,42
2095617,8,8,75
2095789,5,5,6
2095865,9,9,67
2096030,7,7,202
2096106,1,1,66
2096180,146,146,822
2096364,1,1,44
2096405,2,2,2
2096506,2,2,10
2096550,8,8,107
2096702,2,2,5
2096886,16,16,80
2096971,2,2,8
2096997,10,10,161
2097274,6,6,114
2097308,2,2,4
2097396,12,12,250
2097419,28,29,287
2097461,1,1,176
2097538,41,41,1535
2097557,2,2,28
2097691,5,5,169
2097705,154,154,334
2097741,17,18,929
2097760,3,3,3
2097793,2,2,5
2097897,2,2,353
2098078,2,2,19
2098106,2,2,3
2098140,11,11,47
2098162,5,5,119
2098212,31,31,247
2098262,49,53,708
2098307,4,4,4
2098323,6,6,39
2098495,1,2,127
2098526,2,2,3
2098607,4,4,85
2098610,3,3,22
2098810,5,5,10
2098839,4,4,38
2098906,6,6,55
2098921,1,1,17
2098967,9,9,121
2098973,6,6,24
2098991,3,3,12
2099001,5,5,20
2099015,1,1,22
2099017,10,10,11
2099037,1,1,94
2099064,14,14,29
2099143,1,1,7
2099170,1,1,9
2099212,1,1,1
2099221,22,22,23
2099235,18,18,18
2099244,1,1,169
2099302,3,3,35
2099410,24,24,191
2099437,2,2,24
2099469,4,4,63
2099612,2,2,49
2099703,18,18,36
2099790,11,11,304
2099797,21,23,694
2099836,5,5,17
2099885,5,5,32
2099923,3,3,19
2100009,3,3,25
2100117,3,3,8
2100125,6,6,149
2100146,1,1,3
2100202,5,5,13
2100351,5,5,10
2100410,1,1,775
2100570,1,1,18
2100734,6,6,128
2100788,9,10,34
2100839,2,2,36
2100860,36,41,1003
2100899,1,1,355
2100971,9,11,19
2101007,800,810,11994
2101008,4,4,27
2101043,2,2,76
2101055,15,15,178
2101207,4,4,69
2101211,2,2,20
2101213,3,3,25
2101218,3,3,308
2101222,2,2,148
2101262,6,6,8
2101283,3,3,41
2101302,11,11,48
2101410,10,10,12
2101486,1,1,47
2101520,5,5,12
2101577,1,1,103
2101635,5,5,9
2101826,7,7,156
2101846,45,47,122
2101850,1,1,6
2101963,12,12,130
2102101,2,2,32
2102179,60,60,420
2102203,16,17,286
2102251,34,34,2639
2102265,2,2,51
2102355,7,8,125
2102392,5,5,51
2102446,3,3,38
2102489,2,2,88
2102528,1,1,15
2102558,3,3,38
2102593,5,5,52
2102609,1,1,13
2102633,4,4,150
2102654,1,1,43
2102680,14,14,15
2102707,4,4,77
2102787,7,8,233
2102807,7,7,176
2102837,1,1,5783
2102839,11,12,628
2102957,16,16,316
2102976,10,10,147
2102979,7,7,100
2103078,1,1,7
2103103,1,1,4
2103107,1,1,74
2103206,1,1,12
2103243,13,14,41
2103271,3,3,436
2103355,6,6,147
2103499,1,1,41
2103543,1,1,36
2103622,1,1,139
2103908,1,1,3
2103920,2,2,19
2103947,20,22,540
2103958,37,38,569
2103971,4,4,24
2104058,1,1,74
2104217,1,1,286
2104226,33,34,924
2104231,1,1,2
2104341,7,7,227
2104421,19,19,97
2104557,2,2,82
2104564,9,9,134
2104593,4,4,22
2104713,3,3,96
2104753,4,4,49
2104836,8,8,77
2104891,3,3,184
2104902,8,8,355
2104964,1,1,27
2104968,290,291,502
2105017,22,23,172
2105166,2,2,487
2105187,1,1,150
2105276,4,4,396
2105362,129,129,719
2105516,11,11,116
2105563,6,6,275
2105582,1,1,21
2105634,5,5,423
2105916,7,7,50
2106011,24,26,229
2106028,3,3,115
2106109,1,1,10
2106161,1,1,26
2106220,102,107,458
2106243,1,1,25
2106281,2,2,263
2106297,1,1,231
2106336,3,3,15
2106353,2,2,8
2106370,9,9,54
2106439,11,11,215
2106525,11,11,108
2106642,1,1,40
2106678,27,27,350
2106682,4,4,20
2106709,16,19,116
2106726,21,23,117
2106750,62,62,329
2106780,6,6,7
2106785,24,24,330
2106797,1,1,19
2106935,5,5,34
2106959,4,4,200
2106973,1,1,2
2107027,2,2,146
2107028,1,1,1012
2107060,25,25,28
2107073,1,1,1
2107161,3,3,298
2107356,4,4,348
2107410,17,18,189
2107438,28,28,632
2107575,13,13,25
2107580,3,3,79
2107664,4,4,5
2107719,4,5,47
2107822,5,5,7
2107887,17,17,75
2107950,2,2,30
2108119,11,11,207
2108151,2,2,15
2108206,26,26,140
2108211,2,2,2
2108218,1,1,27
2108232,1,1,46
2108333,2,2,33
2108402,12,12,32
2108406,2,2,3
2108444,2,2,173
2108460,3,3,11
2108476,7,7,30
2108480,11,12,467
2108490,10,10,265
2108543,1,1,38
2108568,25,25,285
2108576,8,8,32
2108621,2,2,132
2108625,3,3,3
2108636,24,26,33
2108784,1,1,619
2108786,1,1,19
2108842,15,15,15
2108879,6,6,13
2108889,5,5,7
2108954,1,1,1
2109215,6,6,22
2109500,4,4,12
2109505,9,10,79
2109554,3,3,17
2109578,3,3,3
2109635,1,1,1
2109643,4,4,4
2109663,4,4,4
2109667,3,3,6
2109703,1,1,1
2109710,1,1,1
2109725,2,2,2
2109735,1,1,89
2109891,18,19,25
2109892,2,2,2
2109896,7,8,12
2109984,38,40,349
2110013,27,28,227
2110089,10,10,140
2110398,12,12,42
2110453,1,1,51
2110481,4,4,130
2110494,8,9,210
2110644,5,5,68
2110645,10,10,142
2110694,1,1,6
2110744,73,74,134
2110761,1,1,1
2110926,2,2,291
2110930,6,7,43
2110972,20,20,113
2111122,5,5,140
2111128,11,11,30
2111130,1,1,1
2111133,7,7,64
2111168,4,4,28
2111185,3,3,28
2111248,2,2,363
2111270,21,21,180
2111274,2,2,229
2111325,44,48,64
2111333,18,18,18
2111365,4,4,48
2111431,2,2,69
2111531,1,1,43
2111566,2,2,11
2111586,18,18,20
2111620,18,19,42
2111655,28,28,32
2111679,1,1,10
2111714,1,1,30
2111783,18,20,83
2111989,2,2,3
2112006,17,17,252
2112048,1,1,263
2112084,15,17,31
2112143,50,50,64
2112216,1,1,6
2112252,3,3,398
2112307,3,3,27
2112459,13,13,164
2112647,1,1,18
2112758,4,4,132
2112854,3,3,6
2112890,10,10,34
2113179,2,2,45
2113192,1,1,16
2113221,2,2,12
2113315,10,11,225
2113370,14,14,78
2113431,16,16,27
2113435,20,20,106
2113460,2,2,2
2113463,2,2,69
2113603,39,41,41
2113766,13,13,13
2113798,98,98,361
2113811,1008,1043,1163
2113947,11,11,128
2114040,24,24,100
2114130,2,2,27
2114424,14,14,20
2114444,8,8,234
2114475,1,1,148
2114537,3,3,32
2114547,40,44,174
2114591,6,6,112
2114599,8,8,66
2114601,3,3,507
2114608,12,12,340
2114636,62,62,675
2114690,33,34,290
2114702,2,2,361
2114708,62,64,878
2114722,4,4,511
2114735,10,10,252
2114750,10,10,238
2114759,1,1,179
2114779,3,3,47
2114791,11,11,651
2114792,129,134,1389
2114793,6,7,219
2114810,3,4,216
2114815,245,284,840
2114826,1,1,48
2114828,47,49,301
2114844,7,7,71
2114872,1,1,363
2114877,3,3,89
2114883,72,74,1122
2114912,2,3,200
2114920,2,2,344
2114930,3,3,26
2114959,19,19,300
2114962,1,1,165
2114964,74,80,1015
2114967,8,8,470
2115009,28,28,611
2115030,11,11,146
2115047,327,342,370
2115052,18,18,171
2115105,53,53,95
2115125,27,27,305
2115152,1,1,55
2115153,1,1,24
2115171,12,12,94
2115181,19,19,509
2115208,1,1,48
2115211,36,36,89
2115265,2,2,160
2115266,4,4,124
2115275,312,335,335
2115329,15,15,17
2115331,3,3,62
2115334,7,7,152
2115335,2,2,195
2115338,4,6,18
2115347,8,8,482
2115401,3,3,853
2115414,14,14,260
2115425,1,1,1514
2115435,69,69,290
2115437,2,2,2
2115447,4,4,83
2115453,4,4,218
2115462,140,140,768
2115472,125,131,1302
2115485,21,22,364
2115494,1,1,205
2115497,39,41,1922
2115564,44,44,110
2115569,8,8,71
2115576,1,1,7
2115584,18,18,124
2115586,1,1,1
2115594,5,5,14
2115599,5,5,226
2115606,5,6,541
2115632,2,2,71
2115635,6,7,718
2115650,3,3,195
2115655,2,3,394
2115704,17,17,369
2115730,77,77,572
2115732,3,3,35
2115742,14,14,241
2115746,39,40,612
2115769,22,24,233
2115771,4,4,64
2115772,4,4,4
2115839,1,1,109
2115874,2,2,985
2115891,23,23,295
2115914,1,1,47
2115930,1,1,42
2115957,2,2,133
2115958,1,1,388
2115963,8,8,288
2115974,1,1,189
2115987,1,1,95
2115998,2,2,54
2116006,5,6,561
2116008,7,7,192
2116010,1,1,91
2116028,7,8,222
2116057,1,1,46
2116075,5,5,383
2116086,23,23,338
2116106,88,103,317
2116117,43,43,235
2116118,6,6,45
2116158,52,53,223
2116177,7,7,143
2116183,1,1,169
2116191,5,5,62
2116192,1,1,111
2116218,1,1,421
2116227,7,7,228
2116237,5,5,8200
2116239,19,19,44
2116272,62,63,355
2116278,15,15,278
2116329,23,23,645
2116362,2,2,140
2116364,26,27,244
2116378,1,1,33
2116382,102,107,442
2116402,35,35,901
2116434,16,16,345
2116437,1,1,410
2116442,9,10,416
2116447,8,8,16
2116459,16,16,1501
2116462,2,2,65
2116465,32,32,434
2116475,401,414,1431
2116481,7,7,760
2116483,3,3,278
2116492,1,1,127
2116511,59,59,1655
2116518,1,1,108
2116519,15,15,126
2116528,27,30,169
2116536,1,1,8
2116557,5,5,98
2116561,5,5,198
2116566,13,13,646
2116570,1,1,121
2116574,63,65,1525
2116585,10,10,12
2116612,34,34,293
2116652,1,1,19
2116656,1,1,34
2116665,7,7,325
2116695,3,3,54
2116698,2,2,63
2116699,70,70,1003
2116727,11,11,782
2116805,8,8,575
2116806,1,1,35
2116833,872,921,1704
2116864,1,1,1
2116878,8,8,56
2116879,20,20,130
2116897,22,23,233
2116911,12,13,466
2116912,17,17,87
2116957,11,11,276
2116995,1,1,31
2117022,3,3,966
2117028,3,3,16
2117052,10,10,102
2117061,3,3,15
2117093,4,4,176
2117110,70,70,117
2117115,1,1,184
2117121,1,1,53
2117131,29,32,470
2117140,1,1,314
2117188,1,1,441
2117216,3,3,198
2117222,1,1,235
2117226,6,6,82
2117246,3,3,29
2117251,1,1,13
2117279,28,28,43
2117285,7,7,34
2117317,15,16,186
2117322,16,16,109
2117358,1,1,336
2117364,3,3,145
2117367,1,1,428
2117372,2,2,1695
2117390,9,10,613
2117392,1,1,161
2117400,71,74,1781
2117402,1,1,30
2117407,2,2,301
2117421,15,15,207
2117429,8,8,124
2117440,16,16,227
2117451,9,9,816
2117462,1,1,7
2117485,1,1,136
2117512,2,2,211
2117532,1,1,55
2117611,3,3,97
2117614,1,1,106
2117616,27,27,94
2117617,1,1,256
2117621,2,2,50
2117630,28,28,182
2117660,2,2,20
2117683,1,1,4
2117690,1,1,59
2117783,4,4,67
2117784,21,21,21
2117813,42,42,513
2117818,3,3,3
2117824,22,22,373
2117841,30,30,124
2117843,4,4,15
2117853,2,2,41
2117872,1,1,66
2117883,1,1,118
2117901,2,2,388
2117925,1,1,1953
2117926,3,3,18
2117978,28,28,966
2117984,1,1,16
2117995,19,19,431
2118022,15,15,95
2118023,132,134,10538
2118094,5,5,198
2118113,3,3,15
2118138,37,39,150
2118166,14,14,103
2118198,2,2,143
2118346,21,21,721
2118378,1,1,78
2118422,19,19,170
2118457,7,7,10
2118542,4,4,65
2118688,5,5,212
2118702,1,1,3
2118713,3,3,203
2118738,1,1,1
2118771,2,2,183
2118795,41,41,203
2118823,29,32,711
2118888,2,2,5
2118953,1,1,1
2118970,2,2,77
2119053,7,7,51
2119217,4,4,104
2119221,2,2,97
2119259,1,1,38
2119268,1,1,142
2119363,10,10,10
2119371,3,4,112
2119375,4,4,92
2119440,2,2,39
2119463,1,1,174
2119472,17,17,208
2119553,2,2,57
2119663,4,4,151
2119690,2,2,158
2119691,2,2,510
2119707,4,4,163
2119798,1,1,742
2119812,4,5,351
2119824,12,12,197
2119851,3,3,24
2119861,20,20,36
2119884,3,3,39
2119903,2,2,175
2119954,2,2,127
2119957,15,15,147
2119972,203,207,338
2119974,12,12,105
2120057,12,12,1206
2120071,1,1,28
2120114,4,4,595
2120122,7,7,10
2120178,2,2,171
2120194,1,1,393
2120198,4,4,170
2120204,103,109,4023
2120219,7,7,338
2120252,20,21,420
2120259,3,3,65
2120362,1,1,14
2120370,9,9,63
2120435,48,48,240
2120444,4,4,516
2120450,20,20,191
2120512,66,66,461
2120522,30,32,1258
2120597,1,1,485
2120659,1,1,97
2120707,1,1,1
2120777,15,15,282
2120826,3,3,897
2120934,1,1,40
2121055,8,9,312
2121064,13,13,509
2121250,2,2,38
2121329,6,7,79
2121419,5,5,83
2121519,2,2,142
2121554,7,7,392
2121571,1,1,1
2121584,8,9,9
2121616,4,5,251
2121635,38,38,47
2121646,32,33,254
2121650,6,6,63
2121664,4,4,455
2121700,18,18,21
2121717,84,85,665
2121737,2,2,30
2121749,29,30,190
2121757,2,2,11
2121771,10,11,155
2121777,14,14,215
2121830,1,1,147
2121873,3,3,14
2121930,2,2,150
2121974,1,1,92
2121975,1,1,2
2122047,4,4,25
2122106,1,1,98
2122126,4,4,79
2122150,18,18,420
2122163,5,6,785
2122214,1,1,62
2122247,1,1,12782
2122267,1,1,1
2122285,5,5,77
2122303,23,23,196
2122353,19,19,455
2122369,9,9,41
2122372,2,2,10
2122408,2,2,50
2122417,13,13,220
2122422,1,1,143
2122459,1,1,1
2122485,4,4,60
2122521,14,14,73
2122534,167,168,573
2122545,2,2,65
2122549,225,232,1334
2122550,1,1,53
2122564,4,4,35
2122582,5,5,74
2122603,3,3,129
2122649,7,7,576
2122692,2,2,27
2122720,1,1,9
2122751,3,3,85
2122795,230,230,896
2122848,1,1,2
2122897,4,4,2485
2122957,27,27,485
2123117,8,8,163
2123128,2,2,4
2123213,113,114,2541
2123373,1,1,180
2123391,2,2,150
2123532,9,10,527
2123535,3,3,24
2123556,8,9,545
2123605,45,45,55
2123618,21,21,102
2123649,29,29,160
2123683,1,1,8
2123781,3,3,99
2123891,10,10,114
2123908,9,10,10
2123975,1,1,76
2123984,99,100,546
2124069,6,6,99
2124072,6,6,6
2124115,1,1,26
2124116,2,2,110
2124134,7,7,7
2124150,1,2,79
2124194,1,1,3
2124210,7,7,74
2124213,4,4,112
2124216,4,4,1692
2124244,1,1,970
2124253,62,62,65
2124269,1,1,45
2124314,59,59,103
2124315,4,4,132
2124323,12,12,120
2124346,125,128,244
2124399,34,35,58
2124515,1,1,201
2124553,4,4,899
2124557,7,7,159
2124561,4,4,73
2124564,8,8,104
2124586,2,2,92
2124591,5,5,185
2124614,12,12,832
2124682,1,1,55
2124697,9,9,36
2124705,1,1,1
2124718,3,3,43
2124729,12,12,14
2124816,3,3,75
2124992,7,7,95
2125014,4,4,16
2125206,1,1,74
2125207,109,115,343
2125359,3,3,342
2125363,7,7,45
2125447,21,21,98
2125484,2,2,259
2125532,16,16,548
2125589,16,16,316
2125626,9,9,153
2125640,1,1,184
2125742,6,6,224
2125759,414,416,1160
2125801,2,2,46
2125810,7,7,214
2125824,1,1,148
2125840,3,3,670
2125845,5,5,349
2125865,7,7,8
2125874,3,3,316
2125953,4,4,29
2125969,181,183,456
2126051,2,2,21
2126060,887,922,1261
2126143,1,1,7
2126151,4,4,33
2126239,15,15,94
2126276,6,6,145
2126297,7,7,607
2126306,1,1,10
2126321,2,2,35
2126373,1,1,146
2126374,5,5,13
2126412,5,5,128
2126442,3,3,619
2126496,5,5,92
2126502,1,1,21
2126511,32,32,435
2126523,15,15,245
2126540,7,7,22
2126577,2,2,97
2126596,1,1,16
2126604,1708,1720,9672
2126613,4,4,54
2126668,111,111,1833
2126711,2,2,583
2126737,6,6,292
2126781,3,3,265
2126835,8,8,208
2126840,1,1,15
2127063,3,3,6
2127084,4,4,175
2127147,1,1,15
2127282,30,32,691
2127361,38,38,262
2127377,186,190,1223
2127383,54,56,70
2127427,1,1,17
2127484,5,5,948
2127497,10,10,80
2127509,11,11,433
2127797,1,1,113
2127893,92,92,139
2127929,8,8,1682
2127940,4,5,56
2127997,1,1,43
2128096,91,91,213
2128111,2,2,14
2128149,1,1,118
2128159,3,3,341
2128172,5,5,154
2128183,40,47,191
2128200,1,1,103
2128253,19,19,37
2128262,1,1,18
2128274,26,26,258
2128354,1,1,789
2128399,2,2,9
2128403,70,70,237
2128478,4,4,83
2128482,3,3,11
2128518,29,30,2442
2128786,20,21,53
2128852,1,1,77
2128899,1,2,168
2128994,12,12,90
2129043,1,1,7
2129329,3,3,492
2129353,1,1,334
2129358,7,7,64
2129379,12,12,507
2129448,1,1,193
2129578,24,24,33
2129632,222,224,292
2129686,3,3,100
2129732,2,2,1671
2129772,26,26,36
2129847,1,1,162
2129853,18,18,25
2129863,1,1,11
2129927,2,2,229
2129960,7,7,7
2129963,14,14,15
2129970,51,53,53
2129971,25,25,29
2129974,90,92,108
2130024,7,7,238
2130033,5,5,96
2130085,2,2,197
2130118,11,11,204
2130123,3,3,196
2130133,2,2,56
2130139,36,37,932
2130140,1,1,106
2130143,1,1,120
2130146,12,12,145
2130192,12,12,112
2130199,1,1,8
2130250,13,13,29
2130433,1,1,169
2130463,2,2,289
2130465,1,1,65
2130528,3,3,12
2130855,33,33,109
2130856,6,6,7
2130928,2,2,3
2130998,1,1,24
2131085,10,10,58
2131138,2,2,340
2131178,1,1,185
2131232,24,24,2778
2131383,1,1,33
2131415,2,2,58
2131418,1,1,10
2131422,1,1,46
2131457,9,9,155
2131567,30,30,273
2131595,3,3,66
2131643,8,8,251
2131677,7,7,169
2131745,48,51,52
2131859,1,1,12
2131903,23,23,155
2131923,1,1,57
2131954,1,1,2
2131976,2,2,78
2131982,54,54,255
2131983,2,2,193
2132007,5,5,68
2132011,21,24,407
2132038,15,15,40
2132080,1,1,16
2132142,2,2,407
2132172,2,2,87
2132189,44,44,288
2132229,1,1,67
2132418,15,16,539
2132445,3,3,31
2132448,4,4,31
2132761,4,4,74
2132763,2,2,51
2132771,11,11,229
2132863,1,1,221
2132879,17,17,232
2132893,14,14,55
2132913,4,4,214
2133054,29,29,35
2133079,15,15,166
2133104,27,27,339
2133106,5,5,561
2133246,2,2,185
2133254,4,4,54
2133266,185,188,1363
2133282,1,1,24
2133292,4,4,32
2133370,9,9,159
2133373,2,2,78
2133419,253,265,904
2133543,2,2,762
2133631,4,4,152
2133637,6,6,202
2133672,2,2,17
2133683,5,5,116
2133715,1,1,3
2133724,4,4,156
2133734,1,1,51
2133765,5,5,5
2133802,5,5,44
2133841,185,189,326
2133946,2,2,33
2134039,3,3,160
2134542,10,10,123
2134874,1,1,20
2135085,116,117,289
2135278,49,50,102
2135330,5,5,882
2135374,1,1,67
2135436,9,9,9
2135450,9,9,187
2135460,4,4,170
2135542,4,4,42
2135547,1,1,44
2135578,1,1,144
2135590,6,6,93
2135738,5,5,544
2135772,9,9,44
2135794,3,3,351
2135982,1,1,21
2136008,14,14,24
2136021,1,1,7
2136030,1,1,148
2136049,3,3,177
2136122,1,1,3
2136244,91,91,703
2136274,1,1,46
2136306,11,11,62
2136445,5,5,382
2136572,4,4,49
2136648,6,6,115
2136771,2,2,30
2137001,1,1,109
2137007,3,3,42
2137031,1,1,116
2137118,2,2,38
2137143,3,3,254
2137183,1,1,96
2137256,2,2,24
2137288,4,4,107
2137322,17,17,189
2137362,2,2,342
2137363,7,7,20
2137365,2,2,37
2137378,3,3,49
2137406,6,6,173
2137633,2,2,89
2137678,2,2,109
2137757,21,21,297
2137839,3,3,69
2137845,5,5,32
2137919,1,1,116
2137979,1,1,61
2138015,1,1,188
2138026,7,8,29
2138239,7,7,250
2138323,1,1,24
2138405,5,5,378
2138577,27,27,111
2138670,1,1,621
2138712,2,2,47
2138751,5,5,13
2139068,2,2,41
2139196,5,5,279
2139272,1,1,9
2139306,2,2,369
2139317,19,19,483
2139473,6,6,193
2139531,2,2,118
2139746,2,2,60
2139856,11,12,128
2139966,2,2,6
2140005,1,1,234
2140024,4,4,424
2140069,4,4,22
2140122,21,21,191
2140159,13,14,146
2140181,10,10,102
2140234,57,57,122
2140235,3,3,11
2140276,6,7,17
2140277,10,10,209
2140280,62,64,284
2140300,6,6,44
2140481,3,3,3
2140515,8,8,110
2140644,2,2,46
2140655,20,20,1170
2140662,6,6,107
2140688,1,1,57
2140703,1,1,5
2140723,4,4,44
2140762,4,4,15
2140772,3,3,87
2140775,7,7,268
2140825,1,1,118
2140874,73,73,994
2140899,32,33,41
2140906,69,70,139
2140927,12,12,70
2140959,10,10,108
2140963,1,1,1
2140992,18,18,218
2141257,4,4,35
2141324,2,2,139
2141499,1,1,1
2141540,7,7,8
2141658,9,9,9
2141748,40,41,199
2141798,42,42,317
2141827,52,53,60
2141891,41,42,57
2141963,1,1,14
2141966,5,5,47
2142030,3,3,73
2142140,1,1,50
2142181,8,8,31
2142250,4,4,14
2142418,17,17,110
2142450,178,178,206
2142489,1,1,76
2142652,1,1,33
2142671,2,2,2
2142725,5,6,828
2142848,1,1,67
2142852,11,11,471
2142871,1,1,13
2143005,326,330,6278
2143049,4,4,38
2143223,2,2,80
2143239,54,55,150
2143341,8,8,79
2143344,14,14,59
2143435,4,4,86
2143458,6,6,240
2143473,13,15,117
2143519,22,22,89
2143544,1,1,45
2143545,9,9,12
2143620,9,9,179
2143650,41,41,44
2143691,1,1,1
2143720,28,29,66
2143721,8,8,17
2143762,2,2,52
2143805,2,2,4
2143807,80,81,445
2143823,31,32,37
2143835,2,2,3
2143872,1,1,11
2143877,32,34,137
2143902,1,1,1
2143924,5,5,118
2143962,1,1,5
2144018,1,1,38
2144076,69,70,681
2144087,58,62,202
2144088,6,6,62
2144117,1,1,1
2144122,21,24,26
2144242,11,11,133
2144244,7,8,59
2144252,7,7,35
2144267,8,8,535
2144284,27,27,56
2144304,76,76,136
2144306,56,56,77
2144353,60,60,68
2144368,30,30,115
2144402,1,1,67
2144403,3,3,41
2144440,2,2,14
2144493,1,1,120
2144533,15,15,220
2144536,4,4,204
2144560,4,4,48
2144586,2,2,166
2144629,1,1,247
2144632,7,7,33
2144711,22,22,28
2144721,2,2,265
2144724,1,1,384
2144736,1,1,254
2144748,1,1,1
2144763,16,16,19
2144765,21,23,224
2144771,2,2,11
2144772,2,2,10
2144802,14,14,451
2144807,67,67,113
2144809,50,50,62
2144837,18,18,18
2144858,19,19,21
2144880,61,61,70
2144886,8,8,85
2144890,10,10,15
2144900,4,4,5
2144919,5,5,77
2144925,1,1,51
2144929,1,1,19
2144969,3,3,8
2144977,13,13,115
2144995,14,14,44
2145020,2,2,23
2145050,8,8,42
2145069,5,5,146
2145079,1,1,16
2145082,28,28,77
2145096,4,4,224
2145122,14,14,37
2145179,1,1,145
2145200,2,2,94
2145202,1,1,13
2145237,2,2,2
2145257,1,1,13
2145301,4,4,75
2145332,1,1,1
2145340,44,44,244
2145346,1,1,60
2145410,5,5,329
2145412,7,7,103
2145475,8,8,99
2145486,45,45,53
2145489,2,2,56
2145506,2,2,3
2145590,1,1,3
2145596,23,26,197
2145641,1,1,48
2145720,9,9,67
2145731,1,1,14
2145751,3,3,3
2145752,19,19,319
2145766,37,37,124
2145769,11,11,73
2145785,3,3,229
2145809,48,48,114
2145853,5,6,218
2145926,131,131,3223
2145935,211,211,279
2145952,105,105,150
2146041,3,3,24
2146074,6,6,92
2146076,4,5,80
2146120,58,58,61
2146173,192,193,302
2146189,30,30,31
2146201,24,24,103
2146203,273,338,1765
2146217,3,3,4
2146234,1,1,165
2146242,1,1,96
2146281,4,4,4
2146305,1,1,88
2146313,1,1,4
2146345,70,70,71
2146362,1,1,123
2146383,3,3,6
2146422,2,2,32
2146450,14,14,67
2146459,12,12,55
2146476,20,20,24
2146483,48,48,99
2146509,14,15,270
2146531,1,1,8
2146533,1,1,58
2146539,13,14,332
2146562,3,3,69
2146574,4,4,36
2146577,1,1,50
2146602,3,3,99
2146642,3,3,103
2146643,2,2,193
2146648,3,3,173
2146726,1,1,14
2146730,1,1,233
2146807,2,2,715
2146830,6,6,27
2146899,2,2,2
2146903,49,49,281
2146929,1,1,39
2146935,5,5,28
2146942,8,8,8
2146943,1,1,243
2146952,1,1,1
2146971,3,3,28
2146987,4,4,165
2147012,4,4,11
2147069,4,4,4
2147101,1,1,9
2147137,2,2,2
2147139,6,6,6
2147189,19,19,20
2147216,2,2,8
2147225,8,8,9
2147288,78,78,119
2147290,1,1,62
2147318,2,2,57
2147323,5,5,136
2147331,4,4,581
2147344,4,4,40
2147365,2,2,8
2147381,25,28,202
2147384,1,1,34
2147393,7,7,19
2147411,8,8,65
2147540,2,2,7
2147547,90,91,96
2147574,4,4,31
2147578,142,142,234
2147682,4,4,8
2147683,9,9,69
2147751,3,3,20
2147833,2,2,8
2147876,7,8,11
2147980,4,4,61
2148047,2,2,8
2148067,250,253,2867
2148158,40,40,42
2148164,1,1,127
2148257,5,5,44
2148319,361,376,5489
2148344,18,18,118
2148415,106,106,116
2148418,87,87,327
2148463,1,1,10
2148479,1,1,8
2148524,1,1,294
2148572,4,4,11
2148605,2,2,370
2148667,5,5,100
2148746,5,5,16
2148802,2,2,119
2148824,2,2,120
2148833,1,1,28
2148870,50,53,633
2148894,2,2,23
2148983,356,358,1076
2148987,32,38,1868
2149100,20,20,263
2149110,1,1,18
2149181,4,4,5
2149219,4,4,10
2149250,4,4,56
2149318,5,5,156
2149357,1439,1446,5168
2149389,1,1,1
2149532,5,5,143
2149606,29,29,56
2149703,15,15,46
2149707,4,4,77
2149708,19,19,38
2149717,4,4,44
2149734,10,10,36
2149785,1,1,168
2149885,8,8,10
2149891,2,2,4
2149935,57,57,572
2149962,17,17,46
2150050,4,4,71
2150094,1,1,187
2150101,18,18,35
2150180,4,4,139
2150194,5,5,563
2150239,1,1,5
2150377,7,7,7
2150410,21,21,333
2150429,18,18,128
2150439,5,5,79
2150446,170,173,284
2150463,2,2,9
2150520,2,2,89
2150521,1,1,10
2150604,2,2,120
2150627,3,3,140
2150663,129,131,156
2150674,4,4,110
2150685,24,24,24
2150726,5,5,245
2150742,1,1,3
2150768,1,1,94
2150778,15,15,25
2150785,2,2,15
2150828,4,4,216
2150834,9,9,162
2150900,68,69,665
2150967,1,1,94
2150977,35,35,58
2151035,21,22,294
2151066,3,3,194
2151098,91,91,95
2151214,41,42,431
2151217,1,1,38
2151226,16,16,62
2151232,32,32,41
2151260,3,3,7
2151266,14,14,45
2151282,2,2,4
2151291,1,1,79
2151308,49,50,398
2151342,2,2,135
2151374,4,4,17
2151376,13,13,26
2151403,5,5,43
2151408,1,1,2
2151460,6,6,7
2151536,2,2,133
2151537,3,3,10
2151552,2,2,38
2151556,3,3,163
2151613,6,6,6
2151619,34,34,176
2151628,27,27,212
2151653,3,3,173
2151660,16,16,19
2151711,3,3,154
2151718,11,11,111
2151727,3,3,487
2151766,34,34,118
2151784,4,4,9
2151821,6,6,135
2151948,2,2,13
2152073,3,3,325
2152293,1,1,735
