from_group,to_group,from_poi,to_poi,gap_min,n_shared,jaccard,members
26137,24740,10804,9227,192,2,1.0,994|3795
26137,24810,10804,9296,86,2,1.0,994|3795
26137,25051,10804,9578,105,2,1.0,994|3795
26137,25059,10804,9584,94,2,1.0,994|3795
26137,25060,10804,9585,94,2,1.0,994|3795
26137,25085,10804,9624,230,2,1.0,994|3795
26137,25142,10804,9697,77,2,1.0,994|3795
26137,25144,10804,9706,93,2,1.0,994|3795
26137,25166,10804,9721,83,2,1.0,994|3795
26137,25230,10804,9831,144,2,0.6667,994|3795
26137,25658,10804,10225,220,2,1.0,994|3795
26137,25666,10804,10243,92,2,1.0,994|3795
26137,25772,10804,10307,191,2,1.0,994|3795
26137,25844,10804,10436,83,2,1.0,994|3795
26137,25867,10804,10464,79,2,1.0,994|3795
26137,25996,10804,10630,110,2,1.0,994|3795
26137,26002,10804,10641,84,2,1.0,994|3795
26137,26081,10804,10722,238,2,1.0,994|3795
26137,26138,10804,10806,135,2,1.0,994|3795
26137,26232,10804,10934,80,2,1.0,994|3795
26137,26276,10804,11012,199,2,1.0,994|3795
26137,27212,10804,12545,228,2,1.0,994|3795
26138,3018,10806,161,123,2,1.0,994|3795
26138,3063,10806,166,123,2,1.0,994|3795
26138,3127,10806,174,123,2,1.0,994|3795
26138,3355,10806,178,114,2,1.0,994|3795
26138,3370,10806,179,114,2,1.0,994|3795
26138,3374,10806,180,112,2,1.0,994|3795
26138,3387,10806,181,109,2,1.0,994|3795
26138,3551,10806,184,105,2,1.0,994|3795
26138,3731,10806,189,56,2,1.0,994|3795
26138,3749,10806,190,57,2,1.0,994|3795
26138,3763,10806,191,58,2,1.0,994|3795
26138,3777,10806,192,59,2,1.0,994|3795
26138,4005,10806,194,61,2,1.0,994|3795
26138,4028,10806,196,62,2,1.0,994|3795
26138,4043,10806,197,64,2,1.0,994|3795
26138,4055,10806,198,71,2,1.0,994|3795
26138,4060,10806,199,73,2,1.0,994|3795
26138,4066,10806,200,76,2,1.0,994|3795
26138,4075,10806,201,80,2,1.0,994|3795
26138,4083,10806,202,85,2,1.0,994|3795
26138,4315,10806,207,98,2,1.0,994|3795
26138,4478,10806,209,61,2,1.0,994|3795
26138,5713,10806,225,6,2,0.5,994|3795
26138,6369,10806,255,8,2,0.6667,994|3795
26138,7960,10806,363,10,2,0.6667,994|3795
26138,8628,10806,451,80,2,1.0,994|3795
26138,10732,10806,550,8,2,0.6667,994|3795
26138,10776,10806,554,8,2,0.6667,994|3795
26138,10787,10806,555,10,2,0.5,994|3795
26138,10908,10806,556,10,2,0.6667,994|3795
26138,11883,10806,778,7,2,0.6667,994|3795
26138,13241,10806,1190,108,2,1.0,994|3795
26138,17925,10806,3180,9,2,0.6667,994|3795
26138,18206,10806,3324,69,2,1.0,994|3795
26138,18959,10806,3725,13,2,0.6667,994|3795
26138,19516,10806,4152,50,2,0.6667,994|3795
26138,22391,10806,6554,9,2,0.6667,994|3795
26138,23295,10806,7551,9,2,0.6667,994|3795
26138,23734,10806,8045,11,2,0.6667,994|3795
26138,23739,10806,8046,10,2,0.6667,994|3795
26138,24460,10806,8847,77,2,1.0,994|3795
26138,24704,10806,9197,73,2,1.0,994|3795
26138,24740,10806,9227,57,2,1.0,994|3795
26138,25085,10806,9624,95,2,1.0,994|3795
26138,25230,10806,9831,9,2,0.6667,994|3795
26138,25658,10806,10225,85,2,1.0,994|3795
26138,25772,10806,10307,56,2,1.0,994|3795
26138,26081,10806,10722,103,2,1.0,994|3795
26138,26276,10806,11012,64,2,1.0,994|3795
26138,27212,10806,12545,93,2,1.0,994|3795
26232,3018,10934,161,178,2,1.0,994|3795
26232,3063,10934,166,178,2,1.0,994|3795
26232,3127,10934,174,178,2,1.0,994|3795
26232,3355,10934,178,169,2,1.0,994|3795
26232,3370,10934,179,169,2,1.0,994|3795
26232,3374,10934,180,167,2,1.0,994|3795
26232,3387,10934,181,164,2,1.0,994|3795
26232,3551,10934,184,160,2,1.0,994|3795
26232,3731,10934,189,111,2,1.0,994|3795
26232,3749,10934,190,112,2,1.0,994|3795
26232,3763,10934,191,113,2,1.0,994|3795
26232,3777,10934,192,114,2,1.0,994|3795
26232,4005,10934,194,116,2,1.0,994|3795
26232,4028,10934,196,117,2,1.0,994|3795
26232,4043,10934,197,119,2,1.0,994|3795
26232,4055,10934,198,126,2,1.0,994|3795
26232,4060,10934,199,128,2,1.0,994|3795
26232,4066,10934,200,131,2,1.0,994|3795
26232,4075,10934,201,135,2,1.0,994|3795
26232,4083,10934,202,140,2,1.0,994|3795
26232,4315,10934,207,153,2,1.0,994|3795
26232,4478,10934,209,116,2,1.0,994|3795
26232,5713,10934,225,61,2,0.5,994|3795
26232,6369,10934,255,63,2,0.6667,994|3795
26232,7215,10934,331,15,2,1.0,994|3795
26232,7352,10934,332,21,2,1.0,994|3795
26232,7960,10934,363,65,2,0.6667,994|3795
26232,8612,10934,449,22,2,1.0,994|3795
26232,8628,10934,451,135,2,1.0,994|3795
26232,9349,10934,531,1,2,1.0,994|3795
26232,10732,10934,550,63,2,0.6667,994|3795
26232,10776,10934,554,63,2,0.6667,994|3795
26232,10787,10934,555,65,2,0.5,994|3795
26232,10908,10934,556,65,2,0.6667,994|3795
26232,10996,10934,574,20,2,1.0,994|3795
26232,11518,10934,714,10,2,1.0,994|3795
26232,11773,10934,740,26,2,1.0,994|3795
26232,11883,10934,778,62,2,0.6667,994|3795
26232,12379,10934,925,6,2,1.0,994|3795
26232,12748,10934,1054,4,2,1.0,994|3795
26232,13241,10934,1190,163,2,1.0,994|3795
26232,13931,10934,1419,3,2,1.0,994|3795
26232,14335,10934,1500,21,2,1.0,994|3795
26232,14917,10934,1730,53,2,1.0,994|3795
26232,16059,10934,2200,22,2,1.0,994|3795
26232,16612,10934,2468,18,2,1.0,994|3795
26232,17925,10934,3180,64,2,0.6667,994|3795
26232,18206,10934,3324,124,2,1.0,994|3795
26232,18357,10934,3390,15,2,1.0,994|3795
26232,18725,10934,3564,21,2,1.0,994|3795
26232,18959,10934,3725,68,2,0.6667,994|3795
26232,19236,10934,3982,3,2,1.0,994|3795
26232,19440,10934,4111,22,2,1.0,994|3795
26232,19516,10934,4152,105,2,0.6667,994|3795
26232,19657,10934,4248,54,2,1.0,994|3795
26232,19765,10934,4294,4,2,1.0,994|3795
26232,20064,10934,4569,20,2,1.0,994|3795
26232,20272,10934,4688,6,2,1.0,994|3795
26232,20320,10934,4748,9,2,1.0,994|3795
26232,20416,10934,4834,3,2,1.0,994|3795
26232,20442,10934,4871,6,2,1.0,994|3795
26232,20450,10934,4877,1,2,1.0,994|3795
26232,20805,10934,5116,21,2,1.0,994|3795
26232,20919,10934,5237,7,2,1.0,994|3795
26232,21295,10934,5554,8,2,1.0,994|3795
26232,21300,10934,5557,26,2,1.0,994|3795
26232,22028,10934,6242,6,2,1.0,994|3795
26232,22033,10934,6251,18,2,1.0,994|3795
26232,22075,10934,6279,23,2,1.0,994|3795
26232,22288,10934,6460,21,2,1.0,994|3795
26232,22391,10934,6554,64,2,0.6667,994|3795
26232,22800,10934,7064,11,2,1.0,994|3795
26232,22874,10934,7140,20,2,1.0,994|3795
26232,23219,10934,7518,19,2,1.0,994|3795
26232,23295,10934,7551,64,2,0.6667,994|3795
26232,23480,10934,7778,21,2,1.0,994|3795
26232,23734,10934,8045,66,2,0.6667,994|3795
26232,23739,10934,8046,65,2,0.6667,994|3795
26232,23861,10934,8209,4,2,1.0,994|3795
26232,24153,10934,8470,19,2,1.0,994|3795
26232,24204,10934,8522,7,2,1.0,994|3795
26232,24209,10934,8528,8,2,1.0,994|3795
26232,24379,10934,8760,22,2,1.0,994|3795
26232,24388,10934,8779,21,2,1.0,994|3795
26232,24432,10934,8794,13,2,1.0,994|3795
26232,24460,10934,8847,132,2,1.0,994|3795
26232,24474,10934,8866,3,2,1.0,994|3795
26232,24503,10934,8916,31,2,1.0,994|3795
26232,24647,10934,9113,10,2,1.0,994|3795
26232,24678,10934,9169,4,2,1.0,994|3795
26232,24704,10934,9197,128,2,1.0,994|3795
26232,24740,10934,9227,112,2,1.0,994|3795
26232,24810,10934,9296,6,2,1.0,994|3795
26232,25051,10934,9578,25,2,1.0,994|3795
26232,25059,10934,9584,14,2,1.0,994|3795
26232,25060,10934,9585,14,2,1.0,994|3795
26232,25085,10934,9624,150,2,1.0,994|3795
26232,25144,10934,9706,13,2,1.0,994|3795
26232,25166,10934,9721,3,2,1.0,994|3795
26232,25230,10934,9831,64,2,0.6667,994|3795
26232,25658,10934,10225,140,2,1.0,994|3795
26232,25666,10934,10243,12,2,1.0,994|3795
26232,25772,10934,10307,111,2,1.0,994|3795
26232,25844,10934,10436,3,2,1.0,994|3795
26232,25996,10934,10630,30,2,1.0,994|3795
26232,26002,10934,10641,4,2,1.0,994|3795
26232,26081,10934,10722,158,2,1.0,994|3795
26232,26138,10934,10806,55,2,1.0,994|3795
26232,26276,10934,11012,119,2,1.0,994|3795
26232,27212,10934,12545,148,2,1.0,994|3795
26239,1824,10948,95,9,2,1.0,994|3795
26239,2619,10948,97,78,2,1.0,994|3795
26239,3551,10948,184,240,2,1.0,994|3795
26239,3731,10948,189,191,2,1.0,994|3795
26239,3749,10948,190,192,2,1.0,994|3795
26239,3763,10948,191,193,2,1.0,994|3795
26239,3777,10948,192,194,2,1.0,994|3795
26239,4005,10948,194,196,2,1.0,994|3795
26239,4028,10948,196,197,2,1.0,994|3795
26239,4043,10948,197,199,2,1.0,994|3795
26239,4055,10948,198,206,2,1.0,994|3795
26239,4060,10948,199,208,2,1.0,994|3795
26239,4066,10948,200,211,2,1.0,994|3795
26239,4075,10948,201,215,2,1.0,994|3795
26239,4083,10948,202,220,2,1.0,994|3795
26239,4315,10948,207,233,2,1.0,994|3795
26239,4478,10948,209,196,2,1.0,994|3795
26239,5713,10948,225,141,2,0.5,994|3795
26239,6369,10948,255,143,2,0.6667,994|3795
26239,7215,10948,331,95,2,1.0,994|3795
26239,7352,10948,332,101,2,1.0,994|3795
26239,7960,10948,363,145,2,0.6667,994|3795
26239,8612,10948,449,102,2,1.0,994|3795
26239,8628,10948,451,215,2,1.0,994|3795
26239,9349,10948,531,81,2,1.0,994|3795
26239,10732,10948,550,143,2,0.6667,994|3795
26239,10776,10948,554,143,2,0.6667,994|3795
26239,10787,10948,555,145,2,0.5,994|3795
26239,10908,10948,556,145,2,0.6667,994|3795
26239,10996,10948,574,100,2,1.0,994|3795
26239,11518,10948,714,90,2,1.0,994|3795
26239,11773,10948,740,106,2,1.0,994|3795
26239,11883,10948,778,142,2,0.6667,994|3795
26239,12379,10948,925,86,2,1.0,994|3795
26239,12748,10948,1054,84,2,1.0,994|3795
26239,13931,10948,1419,83,2,1.0,994|3795
26239,14335,10948,1500,101,2,1.0,994|3795
26239,14638,10948,1623,76,2,1.0,994|3795
26239,14917,10948,1730,133,2,1.0,994|3795
26239,16059,10948,2200,102,2,1.0,994|3795
26239,16612,10948,2468,98,2,1.0,994|3795
26239,16823,10948,2579,1,2,1.0,994|3795
26239,17747,10948,3076,79,2,1.0,994|3795
26239,17925,10948,3180,144,2,0.6667,994|3795
26239,18206,10948,3324,204,2,1.0,994|3795
26239,18357,10948,3390,95,2,1.0,994|3795
26239,18624,10948,3496,2,2,1.0,994|3795
26239,18725,10948,3564,101,2,1.0,994|3795
26239,18959,10948,3725,148,2,0.6667,994|3795
26239,19236,10948,3982,83,2,1.0,994|3795
26239,19440,10948,4111,102,2,1.0,994|3795
26239,19516,10948,4152,185,2,0.6667,994|3795
26239,19657,10948,4248,134,2,1.0,994|3795
26239,19765,10948,4294,84,2,1.0,994|3795
26239,19975,10948,4439,9,2,1.0,994|3795
26239,20064,10948,4569,100,2,1.0,994|3795
26239,20272,10948,4688,86,2,1.0,994|3795
26239,20320,10948,4748,89,2,1.0,994|3795
26239,20375,10948,4804,2,2,1.0,994|3795
26239,20416,10948,4834,83,2,1.0,994|3795
26239,20442,10948,4871,86,2,1.0,994|3795
26239,20450,10948,4877,81,2,1.0,994|3795
26239,20805,10948,5116,101,2,1.0,994|3795
26239,20919,10948,5237,87,2,1.0,994|3795
26239,21268,10948,5505,2,2,1.0,994|3795
26239,21295,10948,5554,88,2,1.0,994|3795
26239,21300,10948,5557,106,2,1.0,994|3795
26239,22028,10948,6242,86,2,1.0,994|3795
26239,22033,10948,6251,98,2,1.0,994|3795
26239,22075,10948,6279,103,2,1.0,994|3795
26239,22288,10948,6460,101,2,1.0,994|3795
26239,22391,10948,6554,144,2,0.6667,994|3795
26239,22800,10948,7064,91,2,1.0,994|3795
26239,22874,10948,7140,100,2,1.0,994|3795
26239,23219,10948,7518,99,2,1.0,994|3795
26239,23295,10948,7551,144,2,0.6667,994|3795
26239,23480,10948,7778,101,2,1.0,994|3795
26239,23734,10948,8045,146,2,0.6667,994|3795
26239,23739,10948,8046,145,2,0.6667,994|3795
26239,23861,10948,8209,84,2,1.0,994|3795
26239,24153,10948,8470,99,2,1.0,994|3795
26239,24204,10948,8522,87,2,1.0,994|3795
26239,24209,10948,8528,88,2,1.0,994|3795
26239,24379,10948,8760,102,2,1.0,994|3795
26239,24388,10948,8779,101,2,1.0,994|3795
26239,24432,10948,8794,93,2,1.0,994|3795
26239,24460,10948,8847,212,2,1.0,994|3795
26239,24474,10948,8866,83,2,1.0,994|3795
26239,24503,10948,8916,111,2,1.0,994|3795
26239,24647,10948,9113,90,2,1.0,994|3795
26239,24678,10948,9169,84,2,1.0,994|3795
26239,24704,10948,9197,208,2,1.0,994|3795
26239,24740,10948,9227,192,2,1.0,994|3795
26239,24810,10948,9296,86,2,1.0,994|3795
26239,25051,10948,9578,105,2,1.0,994|3795
26239,25059,10948,9584,94,2,1.0,994|3795
26239,25060,10948,9585,94,2,1.0,994|3795
26239,25085,10948,9624,230,2,1.0,994|3795
26239,25142,10948,9697,77,2,1.0,994|3795
26239,25144,10948,9706,93,2,1.0,994|3795
26239,25166,10948,9721,83,2,1.0,994|3795
26239,25230,10948,9831,144,2,0.6667,994|3795
26239,25658,10948,10225,220,2,1.0,994|3795
26239,25666,10948,10243,92,2,1.0,994|3795
26239,25772,10948,10307,191,2,1.0,994|3795
26239,25844,10948,10436,83,2,1.0,994|3795
26239,25867,10948,10464,79,2,1.0,994|3795
26239,25996,10948,10630,110,2,1.0,994|3795
26239,26002,10948,10641,84,2,1.0,994|3795
26239,26081,10948,10722,238,2,1.0,994|3795
26239,26138,10948,10806,135,2,1.0,994|3795
26239,26232,10948,10934,80,2,1.0,994|3795
26239,26276,10948,11012,199,2,1.0,994|3795
26239,27212,10948,12545,228,2,1.0,994|3795
26276,3018,11012,161,59,2,1.0,994|3795
26276,3063,11012,166,59,2,1.0,994|3795
26276,3127,11012,174,59,2,1.0,994|3795
26276,3355,11012,178,50,2,1.0,994|3795
26276,3370,11012,179,50,2,1.0,994|3795
26276,3374,11012,180,48,2,1.0,994|3795
26276,3387,11012,181,45,2,1.0,994|3795
26276,3551,11012,184,41,2,1.0,994|3795
26276,4055,11012,198,7,2,1.0,994|3795
26276,4060,11012,199,9,2,1.0,994|3795
26276,4066,11012,200,12,2,1.0,994|3795
26276,4075,11012,201,16,2,1.0,994|3795
26276,4083,11012,202,21,2,1.0,994|3795
26276,4315,11012,207,34,2,1.0,994|3795
26276,8628,11012,451,16,2,1.0,994|3795
26276,13241,11012,1190,44,2,1.0,994|3795
26276,18206,11012,3324,5,2,1.0,994|3795
26276,24460,11012,8847,13,2,1.0,994|3795
26276,24704,11012,9197,9,2,1.0,994|3795
26276,25085,11012,9624,31,2,1.0,994|3795
26276,25658,11012,10225,21,2,1.0,994|3795
26276,26081,11012,10722,39,2,1.0,994|3795
26276,27212,11012,12545,29,2,1.0,994|3795
26415,1824,11187,95,17,2,1.0,994|3795
26415,2603,11187,96,4,2,1.0,994|3795
26415,2619,11187,97,86,2,1.0,994|3795
26415,3731,11187,189,199,2,1.0,994|3795
26415,3749,11187,190,200,2,1.0,994|3795
26415,3763,11187,191,201,2,1.0,994|3795
26415,3777,11187,192,202,2,1.0,994|3795
26415,4005,11187,194,204,2,1.0,994|3795
26415,4028,11187,196,205,2,1.0,994|3795
26415,4043,11187,197,207,2,1.0,994|3795
26415,4055,11187,198,214,2,1.0,994|3795
26415,4060,11187,199,216,2,1.0,994|3795
26415,4066,11187,200,219,2,1.0,994|3795
26415,4075,11187,201,223,2,1.0,994|3795
26415,4083,11187,202,228,2,1.0,994|3795
26415,4478,11187,209,204,2,1.0,994|3795
26415,5713,11187,225,149,2,0.5,994|3795
26415,6369,11187,255,151,2,0.6667,994|3795
26415,7215,11187,331,103,2,1.0,994|3795
26415,7352,11187,332,109,2,1.0,994|3795
26415,7960,11187,363,153,2,0.6667,994|3795
26415,8612,11187,449,110,2,1.0,994|3795
26415,8628,11187,451,223,2,1.0,994|3795
26415,9349,11187,531,89,2,1.0,994|3795
26415,10732,11187,550,151,2,0.6667,994|3795
26415,10776,11187,554,151,2,0.6667,994|3795
26415,10787,11187,555,153,2,0.5,994|3795
26415,10908,11187,556,153,2,0.6667,994|3795
26415,10996,11187,574,108,2,1.0,994|3795
26415,11518,11187,714,98,2,1.0,994|3795
26415,11678,11187,728,7,2,1.0,994|3795
26415,11773,11187,740,114,2,1.0,994|3795
26415,11883,11187,778,150,2,0.6667,994|3795
26415,12035,11187,802,7,2,1.0,994|3795
26415,12225,11187,869,8,2,1.0,994|3795
26415,12379,11187,925,94,2,1.0,994|3795
26415,12748,11187,1054,92,2,1.0,994|3795
26415,13204,11187,1184,6,2,1.0,994|3795
26415,13931,11187,1419,91,2,1.0,994|3795
26415,14239,11187,1491,8,2,1.0,994|3795
26415,14263,11187,1492,6,2,1.0,994|3795
26415,14269,11187,1494,8,2,1.0,994|3795
26415,14335,11187,1500,109,2,1.0,994|3795
26415,14638,11187,1623,84,2,1.0,994|3795
26415,14782,11187,1669,5,2,1.0,994|3795
26415,14917,11187,1730,141,2,1.0,994|3795
26415,15621,11187,2047,7,2,1.0,994|3795
26415,16059,11187,2200,110,2,1.0,994|3795
26415,16612,11187,2468,106,2,1.0,994|3795
26415,16823,11187,2579,9,2,1.0,994|3795
26415,16974,11187,2670,7,2,1.0,994|3795
26415,17108,11187,2734,6,2,1.0,994|3795
26415,17709,11187,3058,6,2,1.0,994|3795
26415,17747,11187,3076,87,2,1.0,994|3795
26415,17925,11187,3180,152,2,0.6667,994|3795
26415,18206,11187,3324,212,2,1.0,994|3795
26415,18357,11187,3390,103,2,1.0,994|3795
26415,18624,11187,3496,10,2,1.0,994|3795
26415,18725,11187,3564,109,2,1.0,994|3795
26415,18959,11187,3725,156,2,0.6667,994|3795
26415,19236,11187,3982,91,2,1.0,994|3795
26415,19440,11187,4111,110,2,1.0,994|3795
26415,19516,11187,4152,193,2,0.6667,994|3795
26415,19657,11187,4248,142,2,1.0,994|3795
26415,19765,11187,4294,92,2,1.0,994|3795
26415,19975,11187,4439,17,2,1.0,994|3795
26415,20064,11187,4569,108,2,1.0,994|3795
26415,20272,11187,4688,94,2,1.0,994|3795
26415,20320,11187,4748,97,2,1.0,994|3795
26415,20375,11187,4804,10,2,1.0,994|3795
26415,20416,11187,4834,91,2,1.0,994|3795
26415,20442,11187,4871,94,2,1.0,994|3795
26415,20450,11187,4877,89,2,1.0,994|3795
26415,20805,11187,5116,109,2,1.0,994|3795
26415,20919,11187,5237,95,2,1.0,994|3795
26415,21268,11187,5505,10,2,1.0,994|3795
26415,21295,11187,5554,96,2,1.0,994|3795
26415,21300,11187,5557,114,2,1.0,994|3795
26415,22028,11187,6242,94,2,1.0,994|3795
26415,22033,11187,6251,106,2,1.0,994|3795
26415,22075,11187,6279,111,2,1.0,994|3795
26415,22288,11187,6460,109,2,1.0,994|3795
26415,22391,11187,6554,152,2,0.6667,994|3795
26415,22800,11187,7064,99,2,1.0,994|3795
26415,22803,11187,7066,1,2,1.0,994|3795
26415,22874,11187,7140,108,2,1.0,994|3795
26415,23219,11187,7518,107,2,1.0,994|3795
26415,23295,11187,7551,152,2,0.6667,994|3795
26415,23480,11187,7778,109,2,1.0,994|3795
26415,23734,11187,8045,154,2,0.6667,994|3795
26415,23739,11187,8046,153,2,0.6667,994|3795
26415,23858,11187,8200,6,2,1.0,994|3795
26415,23861,11187,8209,92,2,1.0,994|3795
26415,24153,11187,8470,107,2,1.0,994|3795
26415,24190,11187,8510,6,2,1.0,994|3795
26415,24204,11187,8522,95,2,1.0,994|3795
26415,24209,11187,8528,96,2,1.0,994|3795
26415,24339,11187,8724,7,2,1.0,994|3795
26415,24379,11187,8760,110,2,1.0,994|3795
26415,24388,11187,8779,109,2,1.0,994|3795
26415,24432,11187,8794,101,2,1.0,994|3795
26415,24460,11187,8847,220,2,1.0,994|3795
26415,24474,11187,8866,91,2,1.0,994|3795
26415,24503,11187,8916,119,2,1.0,994|3795
26415,24647,11187,9113,98,2,1.0,994|3795
26415,24678,11187,9169,92,2,1.0,994|3795
26415,24704,11187,9197,216,2,1.0,994|3795
26415,24740,11187,9227,200,2,1.0,994|3795
26415,24810,11187,9296,94,2,1.0,994|3795
26415,25051,11187,9578,113,2,1.0,994|3795
26415,25059,11187,9584,102,2,1.0,994|3795
26415,25060,11187,9585,102,2,1.0,994|3795
26415,25085,11187,9624,238,2,1.0,994|3795
26415,25142,11187,9697,85,2,1.0,994|3795
26415,25144,11187,9706,101,2,1.0,994|3795
26415,25166,11187,9721,91,2,1.0,994|3795
26415,25229,11187,9825,5,2,1.0,994|3795
26415,25230,11187,9831,152,2,0.6667,994|3795
26415,25658,11187,10225,228,2,1.0,994|3795
26415,25666,11187,10243,100,2,1.0,994|3795
26415,25772,11187,10307,199,2,1.0,994|3795
26415,25844,11187,10436,91,2,1.0,994|3795
26415,25867,11187,10464,87,2,1.0,994|3795
26415,25996,11187,10630,118,2,1.0,994|3795
26415,26002,11187,10641,92,2,1.0,994|3795
26415,26137,11187,10804,8,2,1.0,994|3795
26415,26138,11187,10806,143,2,1.0,994|3795
26415,26232,11187,10934,88,2,1.0,994|3795
26415,26239,11187,10948,8,2,1.0,994|3795
26415,26276,11187,11012,207,2,1.0,994|3795
26415,27212,11187,12545,236,2,1.0,994|3795
27212,3018,12545,161,30,2,1.0,994|3795
27212,3063,12545,166,30,2,1.0,994|3795
27212,3127,12545,174,30,2,1.0,994|3795
27212,3355,12545,178,21,2,1.0,994|3795
27212,3370,12545,179,21,2,1.0,994|3795
27212,3374,12545,180,19,2,1.0,994|3795
27212,3387,12545,181,16,2,1.0,994|3795
27212,3551,12545,184,12,2,1.0,994|3795
27212,4315,12545,207,5,2,1.0,994|3795
27212,13241,12545,1190,15,2,1.0,994|3795
27212,25085,12545,9624,2,2,1.0,994|3795
27212,26081,12545,10722,10,2,1.0,994|3795
29502,1824,17034,95,31,2,1.0,994|3795
29502,2603,17034,96,18,2,1.0,994|3795
29502,2619,17034,97,100,2,1.0,994|3795
29502,3731,17034,189,213,2,1.0,994|3795
29502,3749,17034,190,214,2,1.0,994|3795
29502,3763,17034,191,215,2,1.0,994|3795
29502,3777,17034,192,216,2,1.0,994|3795
29502,4005,17034,194,218,2,1.0,994|3795
29502,4028,17034,196,219,2,1.0,994|3795
29502,4043,17034,197,221,2,1.0,994|3795
29502,4055,17034,198,228,2,1.0,994|3795
29502,4060,17034,199,230,2,1.0,994|3795
29502,4066,17034,200,233,2,1.0,994|3795
29502,4075,17034,201,237,2,1.0,994|3795
29502,4478,17034,209,218,2,1.0,994|3795
29502,5713,17034,225,163,2,0.5,994|3795
29502,6369,17034,255,165,2,0.6667,994|3795
29502,7215,17034,331,117,2,1.0,994|3795
29502,7352,17034,332,123,2,1.0,994|3795
29502,7960,17034,363,167,2,0.6667,994|3795
29502,8588,17034,441,1,2,1.0,994|3795
29502,8612,17034,449,124,2,1.0,994|3795
29502,8628,17034,451,237,2,1.0,994|3795
29502,9349,17034,531,103,2,1.0,994|3795
29502,10732,17034,550,165,2,0.6667,994|3795
29502,10776,17034,554,165,2,0.6667,994|3795
29502,10787,17034,555,167,2,0.5,994|3795
29502,10908,17034,556,167,2,0.6667,994|3795
29502,10996,17034,574,122,2,1.0,994|3795
29502,11518,17034,714,112,2,1.0,994|3795
29502,11678,17034,728,21,2,1.0,994|3795
29502,11773,17034,740,128,2,1.0,994|3795
29502,11883,17034,778,164,2,0.6667,994|3795
29502,12035,17034,802,21,2,1.0,994|3795
29502,12225,17034,869,22,2,1.0,994|3795
29502,12379,17034,925,108,2,1.0,994|3795
29502,12748,17034,1054,106,2,1.0,994|3795
29502,13204,17034,1184,20,2,1.0,994|3795
29502,13355,17034,1223,13,2,1.0,994|3795
29502,13485,17034,1279,9,2,1.0,994|3795
29502,13931,17034,1419,105,2,1.0,994|3795
29502,14239,17034,1491,22,2,1.0,994|3795
29502,14263,17034,1492,20,2,1.0,994|3795
29502,14269,17034,1494,22,2,1.0,994|3795
29502,14335,17034,1500,123,2,1.0,994|3795
29502,14638,17034,1623,98,2,1.0,994|3795
29502,14782,17034,1669,19,2,1.0,994|3795
29502,14917,17034,1730,155,2,1.0,994|3795
29502,15621,17034,2047,21,2,1.0,994|3795
29502,16007,17034,2170,1,2,1.0,994|3795
29502,16048,17034,2192,10,2,1.0,994|3795
29502,16059,17034,2200,124,2,1.0,994|3795
29502,16458,17034,2360,12,2,1.0,994|3795
29502,16612,17034,2468,120,2,1.0,994|3795
29502,16674,17034,2495,8,2,1.0,994|3795
29502,16823,17034,2579,23,2,1.0,994|3795
29502,16974,17034,2670,21,2,1.0,994|3795
29502,17108,17034,2734,20,2,1.0,994|3795
29502,17306,17034,2816,2,2,1.0,994|3795
29502,17709,17034,3058,20,2,1.0,994|3795
29502,17747,17034,3076,101,2,1.0,994|3795
29502,17916,17034,3179,1,2,1.0,994|3795
29502,17925,17034,3180,166,2,0.6667,994|3795
29502,18206,17034,3324,226,2,1.0,994|3795
29502,18357,17034,3390,117,2,1.0,994|3795
29502,18624,17034,3496,24,2,1.0,994|3795
29502,18725,17034,3564,123,2,1.0,994|3795
29502,18794,17034,3610,12,2,1.0,994|3795
29502,18959,17034,3725,170,2,0.6667,994|3795
29502,19236,17034,3982,105,2,1.0,994|3795
29502,19440,17034,4111,124,2,1.0,994|3795
29502,19516,17034,4152,207,2,0.6667,994|3795
29502,19657,17034,4248,156,2,1.0,994|3795
29502,19765,17034,4294,106,2,1.0,994|3795
29502,19975,17034,4439,31,2,1.0,994|3795
29502,20064,17034,4569,122,2,1.0,994|3795
29502,20272,17034,4688,108,2,1.0,994|3795
29502,20320,17034,4748,111,2,1.0,994|3795
29502,20375,17034,4804,24,2,1.0,994|3795
29502,20416,17034,4834,105,2,1.0,994|3795
29502,20442,17034,4871,108,2,1.0,994|3795
29502,20450,17034,4877,103,2,1.0,994|3795
29502,20805,17034,5116,123,2,1.0,994|3795
29502,20919,17034,5237,109,2,1.0,994|3795
29502,20982,17034,5293,9,2,1.0,994|3795
29502,21173,17034,5442,11,2,1.0,994|3795
29502,21268,17034,5505,24,2,1.0,994|3795
29502,21295,17034,5554,110,2,1.0,994|3795
29502,21300,17034,5557,128,2,1.0,994|3795
29502,22028,17034,6242,108,2,1.0,994|3795
29502,22033,17034,6251,120,2,1.0,994|3795
29502,22075,17034,6279,125,2,1.0,994|3795
29502,22288,17034,6460,123,2,1.0,994|3795
29502,22391,17034,6554,166,2,0.6667,994|3795
29502,22540,17034,6713,14,2,1.0,994|3795
29502,22677,17034,6905,14,2,1.0,994|3795
29502,22759,17034,7000,9,2,1.0,994|3795
29502,22800,17034,7064,113,2,1.0,994|3795
29502,22803,17034,7066,15,2,1.0,994|3795
29502,22865,17034,7124,11,2,0.6667,994|3795
29502,22874,17034,7140,122,2,1.0,994|3795
